,default
484,1
36170,0
19264,0
4042,0
11143,0
20878,1
3324,1
24473,0
33908,1
24783,0
14146,0
18943,1
23055,1
21300,1
24890,0
19147,1
16703,0
24676,0
22092,1
15320,0
23272,0
19006,1
1177,1
29193,1
15091,1
32863,1
10565,1
32960,1
23660,0
5612,1
8157,0
16883,0
23771,1
20748,0
3984,0
28764,0
454,1
27879,1
17239,1
15887,1
5513,1
11162,0
18405,0
23184,0
11593,1
12724,1
13970,1
28187,0
26025,1
6493,1
28605,1
22795,1
10725,1
30469,1
6911,0
11275,0
6127,0
15077,1
21826,0
3456,1
4943,0
17604,0
14786,1
4654,0
25601,1
28245,1
20243,1
12333,0
15030,1
34298,0
28737,1
12839,0
27070,0
768,0
2515,1
19919,1
9388,1
28233,1
35490,1
14756,1
583,1
2213,0
18539,1
18704,0
5677,0
17441,1
17049,0
12080,1
14296,1
29239,1
29235,1
17598,0
6805,0
24493,0
24840,0
25094,0
34808,0
36022,1
1187,1
15524,0
21986,1
19183,1
24766,0
17746,0
25837,0
19545,0
21735,1
29145,1
13458,1
6444,1
28609,1
27204,1
17046,0
4074,0
15265,0
3391,1
35694,0
19695,0
33404,1
12285,0
14870,1
21832,0
1441,0
4970,1
31817,0
1883,0
34658,1
10937,1
34801,0
5037,1
18114,0
16471,0
18663,1
23121,1
16599,0
4664,0
12259,0
4523,1
8955,0
10351,1
32405,1
1988,0
33183,0
16598,0
20616,0
3161,1
13512,1
30134,0
12303,0
34378,1
18196,0
30218,0
30033,0
27071,1
32554,1
7950,1
26500,0
2551,0
33924,0
6262,0
22041,1
31286,1
24088,1
25826,0
7899,1
22803,1
9093,1
20315,1
3858,0
34090,0
31919,0
5261,1
13361,1
17289,1
23381,0
35108,1
1850,0
31969,0
3896,1
5422,1
30834,0
24109,0
2076,1
25208,0
3558,1
4064,1
34697,0
19879,1
7255,0
20029,1
23371,1
29668,0
35309,0
25009,0
20711,0
5274,1
11843,1
33756,1
2337,0
7461,0
5694,0
21456,0
32237,1
15544,0
32922,1
19028,1
19035,1
34824,0
28132,1
9671,0
18606,0
34332,0
7033,0
31134,1
15279,1
32423,1
5022,0
1394,0
3314,1
20248,1
36380,1
33558,1
276,0
3036,1
34473,0
27538,1
33258,1
24706,0
18341,1
7685,0
11639,0
4583,0
10075,0
6564,1
6859,0
34368,0
34683,0
4118,0
3777,0
18995,1
35995,0
35660,0
5276,1
24999,1
4245,0
9850,0
28410,1
16827,1
7017,0
26771,1
19004,1
29690,0
4123,0
4379,0
25905,1
22830,1
31426,1
9816,0
11417,0
33885,1
2197,0
24276,0
8423,0
24352,0
2002,0
2446,0
24569,0
2448,0
6468,1
13983,1
35913,0
36183,0
15692,0
12919,0
27775,1
34386,0
278,1
29723,0
18982,1
29355,0
31378,1
12906,0
8137,1
396,0
35095,0
13066,1
25297,0
25044,0
8996,0
10405,1
35708,0
29805,0
9061,1
9039,0
24391,0
27761,1
19593,0
17281,1
23573,1
16016,1
5376,1
31698,0
5116,1
4438,1
9729,0
23064,1
34338,0
16172,1
24277,0
15616,0
29729,1
889,1
9005,1
33805,0
20259,1
7237,0
20390,1
27934,1
8502,0
20380,0
3709,0
9477,1
13380,1
24556,1
29973,1
11426,0
20887,1
2847,1
1195,1
11859,1
10238,1
33708,0
1170,1
1980,0
20605,0
14288,0
12574,0
15727,0
5645,1
22944,1
9873,0
25421,1
26334,0
1834,1
29496,1
7594,0
6419,1
23507,0
6898,0
35400,0
28555,1
13680,0
6702,1
22261,1
7883,0
17375,1
14031,0
29213,0
10131,1
2153,0
16536,0
33992,0
10677,0
9176,0
33838,0
22548,0
5829,0
34833,0
1941,0
36410,1
7486,1
10196,1
28447,1
30457,1
35585,0
33008,1
23069,1
28519,1
9525,0
12490,0
10375,0
200,0
11482,0
32191,1
27149,0
5031,1
28113,0
27997,1
10453,0
408,1
16851,1
888,0
308,1
12670,1
23312,0
9679,0
13722,0
27497,1
6816,0
27769,0
2092,0
34270,0
24478,0
27302,1
26258,1
15643,0
10257,1
28762,0
2917,1
1711,0
14125,0
430,1
35011,1
7369,0
32669,1
19104,1
10737,1
23157,0
18483,0
3261,1
32581,1
16135,1
14647,1
30263,1
669,1
31145,1
18118,0
28596,1
1287,1
11709,1
33618,1
33010,0
33774,0
29950,1
19375,0
35582,0
25843,1
16653,0
395,0
24076,0
1605,0
18540,1
5750,0
11942,1
2148,0
17468,0
13860,0
4852,1
27403,1
30547,1
26652,1
19391,0
1696,0
20163,1
11967,1
23837,0
10885,1
7028,1
25054,0
34987,0
21919,0
3229,1
22980,1
33102,1
7276,0
1183,1
33768,0
11801,1
10283,1
36432,0
1310,1
13096,1
13985,0
6802,0
30176,1
3979,0
4475,0
32699,1
15155,1
2418,0
6309,1
30992,0
1008,0
25679,0
33275,1
18152,0
1829,0
15169,1
20584,1
2704,0
29250,1
28048,1
1796,0
24833,0
13793,1
17402,1
1709,0
33014,1
28970,1
27468,1
16770,0
6320,0
20063,1
23774,0
20096,1
24979,0
18571,1
10579,1
26151,1
32985,1
34436,0
28683,1
7790,1
3628,0
28522,1
11147,0
27773,1
24838,0
32558,1
7787,0
19033,1
24918,0
3329,1
10106,0
28819,0
20107,1
21589,0
4045,0
24921,0
11604,0
10065,1
268,1
35642,0
2592,0
36322,0
4859,1
10050,0
8829,0
6620,1
6558,0
12143,1
34185,1
10851,1
4067,0
33651,1
5459,1
21952,1
30676,1
6271,0
15157,1
15227,0
32851,1
16102,1
35002,0
15421,0
29785,1
10034,0
26525,1
8962,0
33752,0
7695,1
35799,0
26690,1
33584,1
7642,1
19488,0
7049,0
30358,1
31628,0
20990,1
22715,1
5493,1
7420,1
23720,0
4208,0
29827,1
8903,0
23759,0
9554,0
35180,0
32796,1
31560,0
35673,0
18132,0
26588,0
20143,1
11944,1
31956,0
8968,1
533,0
10135,1
8715,0
35513,0
14533,1
27601,0
17640,0
18116,0
22184,1
22615,0
31175,1
21874,0
28672,1
30667,1
6881,0
33743,1
22714,1
6601,1
4966,0
5481,1
1089,1
17814,0
17146,1
5186,1
1761,1
11035,0
6247,1
5973,0
17209,1
17069,0
1142,1
23032,1
15119,1
36331,1
18488,1
21152,1
21240,1
27278,1
18138,0
1803,0
15022,1
21581,0
17064,1
2124,0
24779,0
2616,0
19612,1
17112,0
4652,0
13064,0
17273,1
16162,1
15900,1
5144,1
1337,1
9787,0
1171,1
24487,0
17956,0
21830,0
21111,1
10718,1
33469,1
19040,1
17717,0
16073,1
11151,0
26752,0
35941,0
28774,0
19654,1
31332,1
30384,1
24433,0
34726,0
18472,0
695,1
14607,1
20458,1
5363,1
21009,1
31569,0
22306,1
6668,1
30265,1
35959,0
31069,0
26616,1
23441,1
12114,1
12140,1
36266,0
2886,0
25007,0
18226,1
31049,0
17695,1
12798,0
13638,0
30050,0
7878,1
10476,1
10425,1
15792,1
23178,1
6842,0
25178,0
22836,1
8772,0
14113,0
20704,0
22516,0
16747,0
35551,0
23735,1
23362,0
18312,1
31711,0
26514,0
22700,0
24343,0
4574,0
437,1
33796,0
33470,1
933,1
2049,0
26919,1
2609,0
28080,0
32432,1
4892,1
25990,0
31851,1
27649,1
16293,0
27608,1
83,0
16406,0
27763,1
13246,1
28375,1
5657,1
33677,1
4048,0
6528,1
19535,0
5659,0
9004,0
29838,0
30747,1
13979,0
5352,1
4700,1
29740,1
3414,1
14728,1
31086,1
30049,1
8864,0
3303,1
20318,0
263,0
18893,1
26354,1
8133,1
3826,0
30895,0
29434,0
34219,0
32445,1
26637,0
28477,1
24070,0
18469,1
19447,1
32364,1
26243,1
7400,0
16131,1
22093,1
36421,0
24654,0
3341,1
3461,1
34962,0
13790,0
12220,0
13749,0
36094,0
14623,1
29710,1
23424,1
3476,1
24402,0
6966,0
2439,0
25672,0
3308,1
17130,1
28235,1
1498,1
3614,0
16235,0
34467,1
6841,1
36302,0
6302,1
5558,1
33980,0
1233,1
27099,1
20911,1
16808,1
16118,1
17842,0
17041,1
18956,1
21308,1
4370,0
16089,1
32653,1
8039,1
8399,0
2905,1
12865,0
4550,0
25008,0
4646,1
13145,1
14149,0
7959,1
19083,1
20472,0
10165,0
26107,1
30496,1
6017,0
20733,0
23262,0
18431,0
35041,1
31408,1
24658,0
6221,0
22982,1
18117,0
24267,0
12638,0
6509,0
13333,1
23810,0
23340,1
14343,0
11128,0
32361,1
36013,0
12227,0
27396,1
33143,1
32684,1
23041,1
3037,1
3350,1
31679,1
23503,0
27778,1
31016,1
8520,0
29799,1
28712,1
7657,0
35290,0
11423,0
8704,0
33848,0
35936,0
26741,1
32691,1
24117,0
6463,1
12620,1
14701,1
18867,1
8063,0
10119,1
27552,1
5208,1
30781,1
30573,1
20725,0
30773,1
12235,0
28441,0
3610,0
29135,1
23461,1
13498,1
7591,0
12595,0
15240,0
15015,1
18361,1
24215,0
17916,0
25078,0
3444,1
2728,1
14071,0
19175,1
10386,0
36161,0
4596,0
26662,0
27471,1
30023,0
1058,1
36179,1
36320,0
23899,0
16506,0
657,0
32627,1
20250,1
5679,0
30724,1
20278,0
22603,0
6963,0
11520,1
22511,0
17350,1
19611,0
6294,0
28614,1
26566,1
879,1
27927,1
4357,0
17338,1
34099,1
18035,0
21479,0
4951,1
32936,1
2074,0
27082,1
2863,0
23865,1
20154,1
34838,0
26305,1
28490,1
7296,0
26053,0
35748,0
26838,0
23088,1
7541,1
15719,0
11581,1
23165,0
4455,0
35377,0
6279,1
8224,1
26795,1
6740,1
7307,0
1948,0
21344,1
21892,1
8503,0
34466,1
25350,1
1496,0
18432,0
31041,1
6502,1
29210,0
11158,0
22160,0
30266,1
10488,1
27633,1
29391,0
14307,0
253,0
8534,0
36224,1
17947,0
19429,0
20214,1
2528,0
12466,0
5002,0
2471,0
27443,1
22124,1
6657,1
10054,1
24244,0
17003,1
22167,1
19503,0
8288,1
25000,0
15162,1
8875,0
29160,1
4397,1
1210,0
19993,0
30999,0
1002,1
923,1
25701,0
8303,1
29567,0
11336,0
32137,1
5724,0
31559,0
17138,1
21815,1
27953,1
11171,0
20079,1
1395,0
25940,0
14530,0
27856,1
10686,1
34241,0
17037,0
8874,0
5541,1
7511,1
100,0
31102,1
21546,1
14531,1
19565,0
36009,0
3173,1
34287,0
5036,0
2792,0
34020,0
17000,1
14199,1
30783,1
19342,0
16199,0
5225,1
24503,0
9336,1
21716,0
10341,1
20387,0
8830,0
591,0
22824,1
35036,0
30870,0
17042,1
28104,1
33978,1
3615,1
31533,0
22732,0
1931,0
30715,1
19268,0
24270,0
30987,1
5745,0
15532,0
16926,1
25965,0
15245,0
33902,1
16258,0
26777,1
10997,0
6416,1
9531,0
33128,1
31926,1
1267,0
13982,1
3619,1
4891,1
32197,1
33970,0
10496,1
34347,1
22947,1
23066,1
2445,0
20894,1
30338,1
5605,1
7798,1
32652,1
12809,0
20323,0
34826,0
35345,0
29099,1
6290,0
341,1
31270,1
25337,0
18989,1
5919,0
4767,1
14861,1
25237,0
15409,0
7397,0
10642,1
2407,0
21869,0
22215,1
7467,1
1346,1
13323,1
23392,1
31689,0
22649,0
26884,1
30083,1
25185,0
24199,1
24482,0
28610,1
14882,1
19319,0
5938,0
29016,1
20042,1
11523,1
5326,1
20420,0
28047,1
6045,0
28000,1
31718,0
19795,1
30110,1
24494,0
35189,0
2934,1
1929,0
7795,1
5771,0
32352,1
25161,0
34445,0
7977,1
16315,0
11020,1
35195,0
11067,0
5427,1
21161,1
30100,1
36047,1
13094,0
8919,0
10459,1
26593,0
21734,0
25477,0
32242,1
18923,1
16776,0
12588,0
27315,1
21190,1
21101,1
33658,1
11773,1
22910,1
29533,0
322,1
18001,0
11535,1
4874,0
7628,1
8561,1
5555,1
20209,1
19023,1
33707,0
23031,1
2027,0
468,1
26578,1
9713,0
5660,1
28399,1
3020,1
31862,1
25281,0
33559,1
8759,0
4909,1
7489,0
20178,1
35442,0
12217,0
30588,1
35424,0
1474,0
33906,1
22517,0
21484,1
18567,1
11909,1
5440,1
3665,0
28471,1
14807,1
34514,0
22800,1
30864,0
26023,1
6880,0
30010,1
32410,1
29658,1
34671,0
16871,1
13071,1
34837,0
26443,0
17310,1
13307,1
14884,1
7624,0
27876,1
3379,1
16580,0
9167,1
14291,1
2600,0
9018,0
19143,1
35026,0
12077,1
23906,0
29939,1
2173,0
29304,1
18526,1
6226,0
20800,1
7041,0
1370,0
1746,0
35903,0
512,0
33461,1
4158,0
20124,0
503,1
16800,1
16863,1
2929,1
12752,0
24663,0
10012,0
34464,0
12878,0
626,1
3150,1
22560,1
31830,1
29859,1
27726,1
10537,1
34174,0
33811,0
32598,1
34342,0
29918,1
27229,1
34994,1
23456,1
1285,0
19824,0
2512,0
22570,0
25151,0
1334,0
34867,0
35902,0
15668,0
28808,0
20952,1
36341,1
12650,1
2172,0
35211,0
33792,0
31558,0
23990,0
5836,0
10624,1
7362,0
9346,1
1910,0
2233,0
17648,0
25658,0
18471,0
21015,1
5167,0
33120,1
28812,0
29125,1
21980,1
23347,1
23209,0
2161,0
1603,0
25022,0
22178,1
313,1
33162,1
30319,1
17882,0
24502,0
35406,1
33884,1
26106,1
19505,1
7300,0
21056,1
6077,0
10938,1
3997,0
23898,0
18309,1
6766,1
15145,1
6371,0
16791,0
19731,1
7280,0
33241,1
32513,1
21278,1
11418,0
1653,0
35280,0
32345,1
1436,0
24108,0
12199,0
21201,1
3,0
8143,1
30239,1
18654,1
14341,0
11881,1
34100,0
24104,0
14739,1
4592,1
30986,0
11093,0
27637,1
24947,1
18104,0
8796,0
20945,0
11075,0
11702,1
28570,1
23913,0
15519,0
21804,0
9094,1
1938,0
2094,0
26991,1
6140,0
28590,1
10987,0
30998,0
6057,0
2769,1
16022,1
6041,0
6248,0
35166,0
34570,0
22156,1
3645,0
26168,1
8440,0
1255,0
28778,0
22128,1
2963,1
21605,0
8589,0
32106,1
13631,0
35177,0
28666,1
17941,0
5161,1
15513,0
31101,1
8105,1
14364,1
21424,0
32204,1
23221,0
17430,1
35010,1
1354,0
10707,1
10332,1
24202,0
13396,1
33682,1
30775,1
1679,0
11860,1
11658,1
4051,0
18742,1
3882,0
18412,1
24272,0
23457,1
26683,1
31214,1
32104,1
34756,0
675,0
19377,0
8472,0
24451,0
7366,0
23385,1
9206,1
10324,1
13677,1
33232,1
17600,0
10070,0
17030,1
29513,1
21221,1
13934,0
7225,0
21330,1
21235,1
31761,0
20889,1
20309,1
25011,0
10475,0
25383,1
21786,0
28249,0
25071,0
20265,1
14716,1
7163,0
6868,0
30351,1
23217,0
138,1
26246,1
13586,0
5111,1
18565,1
14261,1
2873,1
22931,1
25639,0
35105,0
11897,1
18515,0
17603,0
34045,0
5987,0
13846,0
31292,1
19512,0
1454,0
12718,0
13814,0
5813,0
28406,1
20275,1
35680,0
1388,0
32346,1
5784,0
25373,0
28164,1
25719,0
15658,1
18715,1
30756,1
30353,1
689,0
22227,1
31611,0
7990,0
33212,1
17653,0
1468,0
9501,0
36214,0
19116,1
33272,1
3574,0
13209,1
16920,1
36005,0
21514,0
14587,1
16879,1
693,1
25060,0
2415,0
7708,1
10099,0
14049,0
32925,1
14853,1
26374,0
6413,1
4626,0
10905,1
9402,1
15925,0
35672,0
4655,0
14747,1
9788,0
25144,0
6836,0
2536,0
6295,0
29862,0
29448,0
4598,1
29084,1
32402,1
6211,1
3421,1
20279,1
31082,0
6594,1
23497,0
13508,1
31755,1
19766,1
32549,0
11563,0
36084,1
16056,1
21370,1
26903,0
21430,1
19587,0
4620,1
13427,1
34279,0
11304,0
17917,1
11708,1
30160,1
6380,1
26446,1
11084,0
9127,1
7901,1
28993,0
13821,0
3661,0
22318,1
14965,1
1295,1
32981,1
595,1
18746,1
9185,1
718,1
10669,1
30621,1
34282,0
12641,1
14016,0
7379,1
32908,1
1227,1
32108,0
20905,1
22887,1
22524,0
108,0
5746,0
5976,0
23075,1
10227,1
26547,1
9150,1
13423,1
6357,1
11043,0
26260,1
28669,1
6156,0
19820,1
28551,1
17355,1
7638,1
21649,0
32182,1
29370,0
2741,0
28096,0
2509,0
34642,1
22011,1
5715,0
30341,1
26378,0
35825,1
31038,0
15965,1
6912,0
21490,0
8474,0
27030,1
16912,1
6326,1
20039,1
8768,0
25319,1
32100,0
17661,0
17114,1
23580,0
54,0
29923,0
24977,0
33322,1
5578,1
25442,0
5538,1
15292,0
212,1
23265,0
11154,0
29443,0
33172,1
10253,0
30329,1
11424,0
34470,0
4121,0
29855,0
36255,1
25962,1
2118,0
13485,1
12533,0
23278,1
32317,1
15788,1
2062,0
18511,0
23655,0
23902,0
19552,0
25194,0
24931,0
26559,1
16252,0
32391,1
19090,1
14567,1
758,0
29148,1
13920,0
36324,0
10490,1
21414,1
18555,1
14461,0
9487,0
29042,0
33920,0
20602,0
19289,0
4117,0
20912,0
24262,0
22362,1
4804,1
29311,1
12521,0
20565,0
21256,1
9435,1
29875,0
9449,1
34931,0
7156,0
15466,1
29959,0
33242,1
11166,0
31480,1
18530,0
2604,0
6866,0
189,0
26938,1
24576,0
17500,1
4226,0
5313,1
22856,1
5866,0
13468,1
8037,1
34038,0
2588,0
22333,1
2451,0
16105,1
20868,0
17849,0
27743,1
10320,0
14696,1
34068,0
3192,1
2567,1
28153,0
13157,1
3933,0
1463,0
24337,0
30094,0
233,1
16261,0
12094,1
13446,1
24597,0
33635,1
23305,1
2668,1
20369,0
24559,0
11962,1
26194,1
30098,1
60,0
6785,1
11618,0
4286,0
26707,1
11088,0
33769,0
28005,1
21130,1
623,1
35013,1
22310,1
6658,1
16785,0
35928,0
22985,1
33124,1
24605,0
29535,0
30650,1
30585,1
9517,0
34050,0
11006,0
34455,0
1708,0
29934,1
12647,0
22078,1
9685,0
4341,0
1071,1
28901,0
21217,1
3031,1
23046,1
27643,1
4606,1
27803,1
26119,0
15179,1
22558,0
30973,1
8581,0
318,0
14593,1
6135,1
14923,1
846,1
9901,0
34890,1
9226,1
29949,1
4386,0
21328,1
31148,1
725,1
2803,1
22282,1
13582,1
35000,0
10281,0
16279,0
27501,1
22012,1
19546,0
21112,1
25685,1
25380,1
13394,1
17165,1
1750,0
6867,0
20942,0
10495,1
31160,0
29793,1
4086,0
36176,1
27566,1
17224,1
22721,1
11612,1
32586,1
29858,1
19497,0
4298,0
8069,1
20615,0
27122,1
10820,1
27266,1
14738,1
23168,0
31133,0
7367,0
20444,0
10783,1
2070,0
2844,1
20241,1
1919,0
3466,1
35516,0
23243,0
6777,1
28603,1
25682,0
13293,1
3768,0
19923,1
11511,0
25106,0
29241,1
10464,1
7347,0
30235,0
21359,1
957,1
10221,1
2590,0
13897,0
1810,0
4464,0
18549,0
2501,1
11117,0
12176,0
515,1
18007,0
1513,0
35815,0
33476,1
10064,0
18915,0
26182,1
35157,0
23950,0
22274,1
13543,0
20853,0
27718,1
17650,0
13763,0
15539,0
4549,0
7892,0
35557,0
26769,1
1328,1
35558,0
13484,1
31893,0
32791,1
9701,0
2017,1
12246,0
27622,1
15688,1
25548,0
7907,0
12161,0
29225,1
5048,1
11953,1
260,0
34538,0
24531,0
15325,0
34254,1
32408,1
12364,0
20283,1
25893,1
34239,0
5665,0
12957,1
14085,0
7417,0
19947,1
12712,0
32551,1
25198,0
26629,1
31478,1
23171,0
34967,1
19682,0
13215,1
13486,1
35047,0
4682,0
7827,1
30868,0
3693,0
3649,0
21718,0
17299,1
6559,1
9972,0
24929,0
31030,1
2848,0
31281,1
10671,1
32713,1
7922,0
25584,0
32176,1
18909,1
11956,1
7566,1
1316,0
32378,1
20765,0
10204,1
10303,1
27809,1
10276,1
34033,0
7780,1
1830,0
7375,0
9115,1
28899,0
25019,0
29856,1
28437,1
19732,0
11629,1
12398,0
14805,1
11737,0
28416,1
678,1
9963,0
16177,1
1626,0
29545,0
33646,1
29244,1
34897,0
29491,1
25503,1
31989,1
21976,1
31075,0
4113,0
13319,1
16490,0
31734,0
24984,0
16872,0
13850,0
3385,1
36128,1
3677,0
664,1
21668,0
8023,1
29182,0
19934,1
20360,0
12556,1
6048,1
21405,1
19650,1
28848,0
26176,1
8389,0
13926,0
18145,1
15916,0
15298,0
34162,0
22613,0
15908,0
8261,1
32870,0
30312,1
28455,1
14713,1
15193,1
2087,0
12816,1
9976,0
21312,1
14671,1
28323,0
11666,0
11353,0
26882,1
19312,0
31307,1
8660,0
21398,1
8511,0
34537,0
20348,1
14328,0
30964,0
5693,0
16632,0
14908,1
6323,1
10265,1
19594,0
19765,1
6030,0
34472,1
36015,1
8512,1
24703,0
10328,0
29803,0
26065,1
5549,1
34771,0
25758,0
22166,1
26986,0
4833,1
22875,1
3718,0
11697,1
6987,0
35050,1
22374,1
29646,0
34356,0
3059,1
4678,1
1024,1
12022,1
5285,1
13403,1
13520,1
14915,1
14591,1
29230,1
26392,0
30914,1
29725,1
13721,0
19660,1
7191,0
10438,1
27977,1
1959,0
1286,0
22037,1
4125,1
23342,0
2367,0
24214,0
17516,1
20212,1
14664,1
1021,1
27606,1
13267,1
4948,1
32634,1
22420,1
23870,0
7679,0
17433,1
20812,1
10144,0
3518,1
22242,1
21276,1
16170,1
21805,0
26279,1
23137,0
26386,1
22962,1
30247,1
29358,0
12409,0
9431,1
3611,0
9894,0
13645,1
11685,0
30434,1
26521,1
28044,0
9545,0
27525,1
3873,0
27725,1
4624,0
18068,0
18952,1
27152,1
136,0
19974,1
34312,0
31770,0
8929,1
5524,1
27364,1
10982,0
10508,0
33403,1
12635,0
30087,1
26565,1
26785,1
30693,1
978,1
13762,0
3247,0
22812,1
19213,0
36059,0
34127,0
16254,0
26320,1
2943,1
1349,0
28006,1
23951,0
5613,1
35337,0
1112,1
35207,0
24345,0
2246,0
27646,1
35278,0
24606,1
35264,0
16260,0
19804,1
13726,0
34136,0
8811,0
4182,0
35355,0
965,1
30404,1
4273,0
24644,0
10169,1
22206,1
33003,1
14437,0
20439,0
6931,0
8368,0
7112,0
25821,1
23003,1
28378,0
29212,1
35348,0
9586,0
3834,1
7125,0
16526,0
13219,1
2396,0
27669,1
20943,0
7108,1
21153,1
5902,0
17078,1
3025,1
7061,0
30195,1
33541,1
6270,0
28305,0
8017,1
4174,0
7481,0
31618,1
15328,0
25045,0
18990,1
10441,1
16761,0
14099,0
35128,0
5235,1
24933,0
11675,1
12913,0
32443,1
3285,1
34523,0
30918,0
11800,0
27587,1
12693,0
14177,0
17387,1
29047,1
29228,1
19361,1
33100,1
7994,1
26484,0
21750,0
19709,1
29478,1
13720,1
26063,1
3710,0
24282,0
24986,0
26048,1
31614,1
34578,0
32457,1
7960,0
12726,0
31337,1
14605,1
34134,0
32147,0
28577,1
15710,0
19662,1
28975,1
11448,0
32570,1
14674,1
3202,1
22699,1
17680,0
12187,0
31058,0
30365,0
1193,1
12374,0
3564,1
26776,1
22536,0
6050,0
8699,0
34647,0
25260,1
33966,0
8652,0
23236,0
339,1
22018,1
23977,0
13191,1
28822,0
535,0
17582,1
10782,1
9697,0
1116,1
27292,1
32277,1
7712,0
18103,0
938,1
10203,1
18703,1
18766,1
11806,1
16952,0
14563,1
25016,0
31017,1
27318,1
31288,1
8751,0
36099,0
11446,0
26490,1
21209,1
32062,1
3738,0
25725,0
11159,0
20453,1
22915,1
11960,1
8191,1
15977,1
24621,0
2453,0
4418,0
9499,0
383,1
26342,1
35060,1
10355,0
8182,1
11836,1
686,1
27410,1
3911,0
979,1
21806,0
22772,1
34056,0
21623,0
28887,0
32259,1
25431,0
22070,1
35829,0
12855,1
34798,0
15438,0
8412,0
10980,0
13590,0
17697,0
5584,1
15934,1
22630,0
23423,0
12410,0
18778,1
28244,1
4777,1
32589,1
30822,0
15432,0
34753,0
12861,0
32192,1
2912,1
13026,1
28188,0
16849,1
19534,0
9318,1
36231,1
26677,1
20469,0
2218,0
24128,0
15826,0
4333,1
11788,0
33637,1
655,0
8465,0
34272,0
25064,0
18390,1
9624,0
32531,1
20981,1
29077,1
8894,0
23622,0
25709,0
4046,0
26670,1
32767,1
28523,1
10614,1
14293,0
4106,0
34696,0
10005,0
10699,1
24807,0
13955,0
3626,0
9195,0
31940,0
17843,0
35149,1
17943,0
27937,1
35530,0
24798,0
1083,1
22272,1
12439,0
11265,0
10835,1
12111,1
29436,0
9138,1
24107,0
9780,1
22446,1
2560,0
29463,0
2168,0
18736,1
12376,0
1260,0
16495,0
1033,1
7840,0
27943,1
7157,0
15028,1
26636,1
13103,0
28971,1
3671,1
31100,0
15249,0
1921,0
29445,0
26922,1
10259,0
4023,0
30075,1
36210,1
29030,0
16326,0
25578,0
28395,1
762,1
3863,0
35186,0
23991,0
33556,1
31773,0
13882,0
17687,0
7128,0
18503,0
7842,1
29954,1
404,0
32070,1
29779,0
16794,0
9032,1
23653,0
7443,0
23304,0
7675,0
552,1
19001,1
22396,1
3637,0
14127,0
26134,1
12537,0
9865,0
19814,1
15097,1
23999,0
28204,0
9602,0
21694,0
15703,0
13958,0
31311,1
17220,1
1660,0
12854,0
6197,0
19605,0
29117,1
35439,1
2591,0
36476,1
28495,1
11791,1
12812,1
14118,0
21463,0
134,0
27945,1
1984,0
4473,0
16146,1
8263,1
27728,1
31742,0
15713,0
11718,1
5431,1
28870,0
9819,0
13940,0
13283,1
33186,1
3453,1
18710,0
24884,0
9255,1
6446,1
7648,0
972,1
21138,1
24974,0
16257,0
28061,0
32223,1
13981,1
1470,0
10944,1
2411,0
8031,1
16464,0
19548,0
4156,0
10587,1
4625,1
35427,0
12345,0
34533,0
16391,0
2304,0
9329,1
8925,0
11852,1
17470,1
28741,1
21185,1
26384,1
18668,1
9638,0
23035,1
3309,1
25572,1
2431,0
18907,1
9203,1
35203,0
35788,0
4022,1
8486,0
989,1
32139,1
25316,1
7046,0
5357,1
2612,0
28771,0
19493,0
29146,1
35508,0
14689,1
7996,1
32781,1
19386,0
14200,0
26456,1
11663,1
23847,0
11519,0
18637,1
28129,0
13591,0
5891,0
11011,0
24186,0
35992,0
14735,1
5244,1
10588,0
386,0
35213,0
28503,1
22390,1
5548,1
6822,0
21711,1
18285,1
22693,1
5810,0
8840,0
3109,1
29333,1
24629,0
34712,1
14209,1
16267,0
4864,0
6423,0
8209,1
20099,1
30448,1
19397,0
9398,1
17002,1
28265,0
31321,0
3082,0
32334,1
33693,1
12242,0
12379,0
17434,1
15244,0
34496,0
26046,1
26853,1
29082,1
3376,1
7924,1
18678,1
14875,1
33431,1
9144,1
19168,1
19363,0
6482,1
22264,1
9724,1
23468,1
24257,0
6215,0
24292,0
8842,0
18207,1
5996,0
4073,0
3436,1
20770,1
20644,0
33576,1
30029,1
2805,0
23131,0
15165,1
19816,1
25244,1
25992,1
9990,0
31730,0
23723,0
10042,0
15634,1
15596,0
6956,1
24847,0
24193,0
16862,1
254,1
20788,0
4841,1
11932,1
11344,0
8650,0
11831,1
25936,0
248,1
13835,0
32812,1
20459,0
8926,0
21103,1
14606,1
27205,1
28457,0
6398,1
31946,0
9967,0
21684,0
30476,1
25531,1
6154,1
13207,1
4428,1
1683,1
8203,1
16096,1
25732,1
14732,1
31848,1
28654,1
16560,0
15287,0
7013,0
22717,1
11630,0
34261,1
24891,0
30454,1
9503,0
9345,1
28530,1
22979,1
26098,0
12525,0
26062,0
3503,1
30842,0
4025,0
1912,0
31138,0
31787,0
33873,1
1607,0
30418,1
6430,1
135,0
32567,1
9120,1
28927,1
15907,1
29351,0
14492,0
21361,1
19690,1
10744,1
16494,0
31918,0
22378,1
19538,0
5264,1
27416,1
8097,1
22335,1
13816,0
19405,0
9616,0
32692,1
4344,0
24341,0
13836,1
22977,1
5653,1
6635,1
9984,0
7821,0
22284,1
24255,0
23011,1
144,0
35391,0
17986,0
8341,1
24182,1
26742,1
8982,0
12412,0
1514,1
7562,0
20192,1
10448,1
30148,1
11163,0
17968,0
2071,0
27666,1
2583,1
11766,1
14475,1
2653,1
